"entry_id","incident_id","incident_type","description","location","county","severity","lat","lon","lanes","create_time","start_time","last_update","direction","vehicles_involved","lanes_status","participants","traffic_alert","additional_data","source","op_center","recorded_at"
"195","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:47:04.622935-04"
"198","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:48:04.65796-04"
"202","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:49:04.656292-04"
"206","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:50:04.640345-04"
"210","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:51:04.638543-04"
"214","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:52:04.692332-04"
"219","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:53:04.663089-04"
"224","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:54:04.692782-04"
"229","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:55:04.690244-04"
"234","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:56:04.700142-04"
"239","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:57:04.708522-04"
"244","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:58:04.713175-04"
"249","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 06:59:04.739633-04"
"253","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:00:04.747451-04"
"257","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:01:04.748798-04"
"261","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:02:04.831332-04"
"265","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:03:04.76266-04"
"270","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:04:04.807937-04"
"272","35007bcc84c703eb0067d32ec4235c0a","Medical Emergency","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Montgomery",2,"39.01419","-77.127266","RS (closed), L3 (closed), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), RS (open)","2025-04-01 07:03:42","2025-04-01 07:02:36","2025-04-01 07:03:44.046","Inner Loop","1 vehicle involved.","1/3 Inner Loop-right Traffic Lane, right Shoulder closed","Fireboard, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 07:04:04.811802-04"
"275","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:05:04.780433-04"
"277","35007bcc84c703eb0067d32ec4235c0a","Medical Emergency","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Montgomery",2,"39.01419","-77.127266","RS (closed), L3 (closed), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), RS (open)","2025-04-01 07:04:33","2025-04-01 07:02:36","2025-04-01 07:04:34.307","Inner Loop","1 vehicle involved.","1/3 Inner Loop-right Traffic Lane, right Shoulder closed","Fireboard, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 07:05:04.783716-04"
"280","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:06:04.773313-04"
"282","35007bcc84c703eb0067d32ec4235c0a","Medical Emergency","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Montgomery",2,"39.01419","-77.127266","RS (closed), L3 (closed), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), RS (open)","2025-04-01 07:04:33","2025-04-01 07:02:36","2025-04-01 07:04:34.307","Inner Loop","1 vehicle involved.","1/3 Inner Loop-right Traffic Lane, right Shoulder closed","Fireboard, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 07:06:04.777073-04"
"285","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:07:04.777844-04"
"287","35007bcc84c703eb0067d32ec4235c0a","Medical Emergency","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Montgomery",2,"39.01419","-77.127266","RS (closed), L3 (closed), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), RS (open)","2025-04-01 07:04:33","2025-04-01 07:02:36","2025-04-01 07:04:34.307","Inner Loop","1 vehicle involved.","1/3 Inner Loop-right Traffic Lane, right Shoulder closed","Fireboard, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 07:07:04.781732-04"
"290","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:08:04.783901-04"
"292","35007bcc84c703eb0067d32ec4235c0a","Medical Emergency","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Montgomery",2,"39.01419","-77.127266","RS (closed), L3 (closed), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), RS (open)","2025-04-01 07:04:33","2025-04-01 07:02:36","2025-04-01 07:04:34.307","Inner Loop","1 vehicle involved.","1/3 Inner Loop-right Traffic Lane, right Shoulder closed","Fireboard, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 07:08:04.788056-04"
"295","0401c86a7eb103eb0067d32ec4235c0a","Property Damage","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Incident @ I-270 NORTH AT EXIT 9-10 I 370 I-370 E (NB) (MM 9.0)","Montgomery",2,"39.11469","-77.19144","RS (open), Rt OffRamp (open), Rt OffRamp (open), Shoulder (open), CD2 (open), CD1 (open), Shoulder (open), Shoulder (open), L4 (open), L3 (open), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), L4 (open), Shoulder (closed), L5 (open), CD1 (open), Shoulder (open), Rt Accel (open), RS (open)","2025-04-01 06:09:46","2025-04-01 05:27:06","2025-04-01 06:09:46.723","North","1 vehicle involved.","Northbound-1 of 4 Shoulders closed","Barrels, CHART Unit - 00614SG, CHART Unit - SG83513, Priv. Tow Light Duty, Fireboard, CHART Unit - 04541SG",True,"{}",NULL,NULL,"2025-04-01 07:09:04.789654-04"
"297","35007bcc84c703eb0067d32ec4235c0a","Medical Emergency","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Incident @ I-495 INNER LOOP PRIOR TO EXIT 36 MD 187 OLD GEORGETOWN RD (IL) (MM 37.5)","Montgomery",2,"39.01419","-77.127266","RS (closed), L3 (closed), L2 (open), L1 (open), LS (open), Median (open), LS (open), L1 (open), L2 (open), L3 (open), RS (open)","2025-04-01 07:04:33","2025-04-01 07:02:36","2025-04-01 07:04:34.307","Inner Loop","1 vehicle involved.","1/3 Inner Loop-right Traffic Lane, right Shoulder closed","Fireboard, CHART Unit - 04541SG",False,"{}",NULL,NULL,"2025-04-01 07:09:04.793519-04"
